start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_55vj2yWUpYEr6T38,gpt-4o-2024-08-06,False,priority-tier,18050.0,386.0,0.0,18050.0,18050.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,18.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ZwunnCdwW5TUM2Oa,gpt-4o-mini-2024-07-18,False,incentivized-tier,5814.0,2070.0,0.0,5814.0,5814.0,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,46.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_dlADXd1VjeFlTSLD,gpt-4o-2024-08-06,False,incentivized-tier,233777.0,16189.0,208384.0,25393.0,25393.0,16189.0,208384.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,6.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_dlADXd1VjeFlTSLD,gpt-4o-mini-2024-07-18,False,incentivized-tier,1075.0,431.0,0.0,1075.0,1075.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,13.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_dlADXd1VjeFlTSLD,gpt-4o-2024-08-06,False,priority-tier,98937.0,4098.0,86912.0,12025.0,12025.0,4098.0,86912.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,61.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_fcc5h5cyXk8nOsW4,gpt-4o-mini-2024-07-18,False,incentivized-tier,23674.0,6271.0,0.0,23674.0,23674.0,6271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,4.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ZwunnCdwW5TUM2Oa,gpt-3.5-turbo-0125,False,default,40.0,36.0,0.0,40.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,6.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_dlADXd1VjeFlTSLD,gpt-3.5-turbo-0125,False,default,234.0,191.0,0.0,234.0,234.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_dlADXd1VjeFlTSLD,gpt-4-turbo-2024-04-09,False,default,169.0,69.0,0.0,169.0,169.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760659200,1760745600,2025-10-17T00:00:00+00:00,2025-10-18T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,15.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ZwunnCdwW5TUM2Oa,gpt-4o-2024-08-06,False,incentivized-tier,47763.0,4890.0,45312.0,2451.0,2451.0,4890.0,45312.0,0.0,0.0,0.0,0.0,0.0,0.0
1760745600,1760832000,2025-10-18T00:00:00+00:00,2025-10-19T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,34.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ZwunnCdwW5TUM2Oa,gpt-4o-2024-08-06,False,incentivized-tier,6877.0,3117.0,0.0,6877.0,6877.0,3117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760745600,1760832000,2025-10-18T00:00:00+00:00,2025-10-19T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,4.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ZwunnCdwW5TUM2Oa,gpt-4o-mini-2024-07-18,False,incentivized-tier,366.0,52.0,0.0,366.0,366.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760832000,1760918400,2025-10-19T00:00:00+00:00,2025-10-20T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1760918400,1761004800,2025-10-20T00:00:00+00:00,2025-10-21T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,9.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,5022.0,1277.0,0.0,5022.0,5022.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761004800,1761091200,2025-10-21T00:00:00+00:00,2025-10-22T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,50.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,232897.0,17042.0,35968.0,196929.0,196929.0,17042.0,35968.0,0.0,0.0,0.0,0.0,0.0,0.0
1761004800,1761091200,2025-10-21T00:00:00+00:00,2025-10-22T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,30.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,priority-tier,126232.0,7270.0,9984.0,116248.0,116248.0,7270.0,9984.0,0.0,0.0,0.0,0.0,0.0,0.0
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,136.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,149047.0,39960.0,34560.0,114487.0,114487.0,39960.0,34560.0,0.0,0.0,0.0,0.0,0.0,0.0
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,7.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-mini-2024-07-18,False,incentivized-tier,161.0,21.0,0.0,161.0,161.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,103.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,priority-tier,97922.0,20452.0,0.0,97922.0,97922.0,20452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,43.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_55vj2yWUpYEr6T38,gpt-4.1-nano-2025-04-14,False,incentivized-tier,91675.0,3393.0,32768.0,58907.0,58907.0,3393.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,34.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_55vj2yWUpYEr6T38,gpt-4o-2024-08-06,False,incentivized-tier,7040.0,2854.0,0.0,7040.0,7040.0,2854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,5.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_55vj2yWUpYEr6T38,gpt-4o-2024-11-20,False,incentivized-tier,33898.0,1977.0,9984.0,23914.0,23914.0,1977.0,9984.0,0.0,0.0,0.0,0.0,0.0,0.0
1761177600,1761264000,2025-10-23T00:00:00+00:00,2025-10-24T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,32.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,24381.0,9758.0,0.0,24381.0,24381.0,9758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761177600,1761264000,2025-10-23T00:00:00+00:00,2025-10-24T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-mini-2024-07-18,False,incentivized-tier,110.0,804.0,0.0,110.0,110.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761264000,1761350400,2025-10-24T00:00:00+00:00,2025-10-25T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,252.0,1163.0,0.0,252.0,252.0,1163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761350400,1761436800,2025-10-25T00:00:00+00:00,2025-10-26T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,,o1-2024-12-17,False,incentivized-tier,2637.0,586.0,0.0,2637.0,2637.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761350400,1761436800,2025-10-25T00:00:00+00:00,2025-10-26T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,66.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,55542.0,14276.0,0.0,55542.0,55542.0,14276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761350400,1761436800,2025-10-25T00:00:00+00:00,2025-10-26T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_55vj2yWUpYEr6T38,gpt-4-0613,False,default,3022.0,1463.0,0.0,3022.0,3022.0,1463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761436800,1761523200,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,,o1-2024-12-17,False,incentivized-tier,3772.0,935.0,0.0,3772.0,3772.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761436800,1761523200,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,9.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,6832.0,3577.0,1152.0,5680.0,5680.0,3577.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0
1761436800,1761523200,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,6.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-mini-2024-07-18,False,incentivized-tier,2967.0,1623.0,2048.0,919.0,919.0,1623.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0
1761436800,1761523200,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ZwunnCdwW5TUM2Oa,gpt-3.5-turbo-0125,False,default,10.0,9.0,0.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,incentivized-tier,12.0,477.0,0.0,12.0,12.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,218.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-mini-2024-07-18,False,incentivized-tier,395398.0,79338.0,96640.0,298758.0,298758.0,79338.0,96640.0,0.0,0.0,0.0,0.0,0.0,0.0
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_3LNCdq1bw4RPZfsh,gpt-4o-2024-08-06,False,incentivized-tier,16.0,32.0,0.0,16.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761609600,1761696000,2025-10-28T00:00:00+00:00,2025-10-29T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,4.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,incentivized-tier,11622.0,2791.0,0.0,11622.0,11622.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761609600,1761696000,2025-10-28T00:00:00+00:00,2025-10-29T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,4.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-mini-2024-07-18,False,incentivized-tier,17051.0,3744.0,1792.0,15259.0,15259.0,3744.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,119.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,incentivized-tier,205917.0,38152.0,65152.0,140765.0,140765.0,38152.0,65152.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,115.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-mini-2024-07-18,False,incentivized-tier,151097.0,33970.0,54400.0,96697.0,96697.0,33970.0,54400.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,priority-tier,13573.0,1354.0,2816.0,10757.0,10757.0,1354.0,2816.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,239.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-3.5-turbo-0125,False,default,42309.0,52702.0,0.0,42309.0,42309.0,52702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,14.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4-1106-preview,False,default,244.0,7215.0,0.0,244.0,244.0,7215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,15.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4-turbo-2024-04-09,False,default,3652.0,4311.0,0.0,3652.0,3652.0,4311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761782400,1761868800,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,3.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,incentivized-tier,4196.0,1081.0,1152.0,3044.0,3044.0,1081.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0
1761782400,1761868800,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,33.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-mini-2024-07-18,False,incentivized-tier,31014.0,14585.0,8448.0,22566.0,22566.0,14585.0,8448.0,0.0,0.0,0.0,0.0,0.0,0.0
1761868800,1761955200,2025-10-31T00:00:00+00:00,2025-11-01T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,21.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,incentivized-tier,19236.0,9490.0,3584.0,15652.0,15652.0,9490.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0
1761868800,1761955200,2025-10-31T00:00:00+00:00,2025-11-01T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,27.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-mini-2024-07-18,False,incentivized-tier,12322.0,2986.0,1024.0,11298.0,11298.0,2986.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0
1761868800,1761955200,2025-10-31T00:00:00+00:00,2025-11-01T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,64.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4-0613,False,default,13381.0,7004.0,0.0,13381.0,13381.0,7004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761955200,1762041600,2025-11-01T00:00:00+00:00,2025-11-02T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,3.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-2024-08-06,False,incentivized-tier,7995.0,1470.0,0.0,7995.0,7995.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761955200,1762041600,2025-11-01T00:00:00+00:00,2025-11-02T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,25.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_0OqaDRlDqyE2CvpE,gpt-4o-mini-2024-07-18,False,incentivized-tier,30593.0,3586.0,4608.0,25985.0,25985.0,3586.0,4608.0,0.0,0.0,0.0,0.0,0.0,0.0
1761955200,1762041600,2025-11-01T00:00:00+00:00,2025-11-02T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,17.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-2024-08-06,False,incentivized-tier,9299.0,4812.0,0.0,9299.0,9299.0,4812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761955200,1762041600,2025-11-01T00:00:00+00:00,2025-11-02T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,130.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-mini-2024-07-18,False,incentivized-tier,88970.0,8868.0,32768.0,56202.0,56202.0,8868.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0
1761955200,1762041600,2025-11-01T00:00:00+00:00,2025-11-02T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4-0613,False,default,23.0,204.0,0.0,23.0,23.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,7.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-2024-08-06,False,incentivized-tier,590.0,382.0,0.0,590.0,590.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,16.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-mini-2024-07-18,False,incentivized-tier,2403.0,1092.0,0.0,2403.0,2403.0,1092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,3.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,o3-mini-2025-01-31,False,incentivized-tier,780.0,662.0,0.0,780.0,780.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,40.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-0125,False,default,6605.0,3860.0,0.0,6605.0,6605.0,3860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4-0125-preview,False,default,2761.0,92.0,0.0,2761.0,2761.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
